user_id,order_id,product_category,order_value,order_time,delivery_duration,payment_type,is_returned
user_445,order_445,fashion,721.3,2025-03-20,7,credit_card,0
user_446,order_446,fashion,629.51,2025-03-21,5,COD,0
user_447,order_447,electronics,347.26,2025-03-22,6,e-wallet,1
user_448,order_448,electronics,307.54,2025-03-23,8,credit_card,0
user_449,order_449,home,617.78,2025-03-24,8,credit_card,1
user_450,order_450,home,872.79,2025-03-25,3,credit_card,0
user_451,order_451,home,949.4,2025-03-26,7,e-wallet,0
user_452,order_452,electronics,150.61,2025-03-27,1,credit_card,0
user_453,order_453,electronics,197.09,2025-03-28,1,COD,0
user_454,order_454,home,947.5,2025-03-29,7,COD,0
user_455,order_455,home,749.71,2025-03-30,9,credit_card,0
user_456,order_456,cosmetics,888.84,2025-03-31,7,credit_card,0
user_457,order_457,home,242.5,2025-04-01,5,e-wallet,1
user_458,order_458,cosmetics,608.21,2025-04-02,8,e-wallet,1
user_459,order_459,books,716.08,2025-04-03,2,e-wallet,0
user_460,order_460,electronics,696.11,2025-04-04,9,credit_card,0
user_461,order_461,home,437.74,2025-04-05,6,e-wallet,0
user_462,order_462,electronics,64.63,2025-04-06,9,e-wallet,0
user_463,order_463,electronics,603.78,2025-04-07,2,COD,0
user_464,order_464,electronics,290.45,2025-04-08,3,e-wallet,0
user_465,order_465,books,477.74,2025-04-09,8,COD,0
user_466,order_466,fashion,959.7,2025-04-10,1,COD,0
user_467,order_467,home,429.08,2025-04-11,7,e-wallet,1
user_468,order_468,fashion,847.81,2025-04-12,7,COD,0
user_469,order_469,fashion,229.11,2025-04-13,1,credit_card,1
user_470,order_470,fashion,688.84,2025-04-14,9,credit_card,0
user_471,order_471,electronics,978.16,2025-04-15,8,e-wallet,0
user_472,order_472,cosmetics,146.8,2025-04-16,4,credit_card,0
user_473,order_473,electronics,57.9,2025-04-17,5,COD,0
user_474,order_474,electronics,461.9,2025-04-18,2,credit_card,0
user_475,order_475,fashion,137.99,2025-04-19,9,e-wallet,0
user_476,order_476,electronics,760.97,2025-04-20,6,e-wallet,0
user_477,order_477,fashion,918.82,2025-04-21,3,COD,0
user_478,order_478,cosmetics,462.32,2025-04-22,7,e-wallet,0
user_479,order_479,home,295.78,2025-04-23,9,credit_card,0
user_480,order_480,fashion,462.68,2025-04-24,3,e-wallet,0
user_481,order_481,cosmetics,737.28,2025-04-25,2,COD,0
user_482,order_482,home,58.6,2025-04-26,7,e-wallet,0
user_483,order_483,books,609.98,2025-04-27,7,credit_card,0
user_484,order_484,fashion,632.63,2025-04-28,4,COD,1
user_485,order_485,fashion,655.8,2025-04-29,9,credit_card,0
user_486,order_486,books,279.92,2025-04-30,8,COD,0
user_487,order_487,books,728.35,2025-05-01,1,e-wallet,0
user_488,order_488,fashion,136.82,2025-05-02,1,COD,0
user_489,order_489,books,239.31,2025-05-03,5,COD,0
user_490,order_490,electronics,883.6,2025-05-04,6,e-wallet,0
user_491,order_491,home,751.79,2025-05-05,3,credit_card,0
user_492,order_492,home,63.06,2025-05-06,9,e-wallet,0
user_493,order_493,home,285.96,2025-05-07,6,COD,0
user_494,order_494,electronics,253.69,2025-05-08,4,e-wallet,0
user_495,order_495,books,307.27,2025-05-09,7,COD,0
user_496,order_496,cosmetics,285.18,2025-05-10,8,e-wallet,1
user_497,order_497,books,109.4,2025-05-11,9,e-wallet,0
user_498,order_498,fashion,485.99,2025-05-12,6,credit_card,0
user_499,order_499,home,746.1,2025-05-13,6,COD,0
user_500,order_500,books,626.4,2025-05-14,8,credit_card,0
